"National Marine Fisheries Service
P.O. Box 21668
Juneau AK  99802-1668

"
2015 Prohibited Species Catch Crab (includes CDQ)
Through Date:
December 31 2015

SPECIES,SPECIES NAME,GEAR,REPORTING AREA,TARGET,WEEK,SECTOR,GROUNDFISH (MT),NUMBER OF CRAB,NUMBER OF CRAB/MT GROUNDFISH
BKCR,Blue King Crab,POT,630,Pacific Cod,4/18/15,Shoreside,C,0,0
BKCR,Blue King Crab,POT,630,Pacific Cod,4/25/15,Shoreside,C,0,0
BKCR,Blue King Crab,POT,630,Pacific Cod,9/5/15,Shoreside,C,0,0
BKCR,Blue King Crab,POT,630,Pacific Cod,9/12/15,Shoreside,C,0,0
BKCR,Blue King Crab,POT,630,Pacific Cod,9/19/15,Shoreside,144.48,0,0
BKCR,Blue King Crab,POT,630,Pacific Cod,9/26/15,Shoreside,246.501,0,0
BKCR,Blue King Crab,POT,630,Pacific Cod,10/3/15,Shoreside,335.737,0,0
BKCR,Blue King Crab,POT,630,Pacific Cod,10/10/15,Shoreside,250.105,0,0
BKCR,Blue King Crab,POT,630,Pacific Cod,10/17/15,Shoreside,258.85,0,0
BKCR,Blue King Crab,POT,630,Pacific Cod,10/24/15,Shoreside,226.804,0,0
BKCR,Blue King Crab,POT,630,Pacific Cod,10/31/15,Shoreside,158.837,0,0
BKCR,Blue King Crab,POT,630,Pacific Cod,11/7/15,Shoreside,208.937,0,0
BKCR,Blue King Crab,POT,630,Pacific Cod,11/14/15,Shoreside,162.616,0,0
BKCR,Blue King Crab,POT,630,Pacific Cod,11/21/15,Shoreside,203.982,0,0
BKCR,Blue King Crab,POT,630,Pacific Cod,11/28/15,Shoreside,249.525,0,0
BKCR,Blue King Crab,POT,630,Pacific Cod,12/5/15,Shoreside,297.481,0,0
BKCR,Blue King Crab,POT,630,Pacific Cod,12/12/15,Shoreside,250.132,0,0
BKCR,Blue King Crab,POT,630,Pacific Cod,12/19/15,Shoreside,58.899,0,0
BKCR,Blue King Crab,POT,630,Pacific Cod,12/26/15,Shoreside,40.904,0,0
BKCR,Blue King Crab,POT,630,Pacific Cod,12/31/15,Shoreside,14.153,0,0
BKCR,Blue King Crab,POT,659,Sablefish,9/12/15,Shoreside,C,0,0
BKCR,Blue King Crab,POT,659,Sablefish,9/19/15,Shoreside,C,0,0
BKCR,Blue King Crab,POT,659,Sablefish,9/26/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,509,Bottom Pollock,1/24/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,509,Bottom Pollock,1/31/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,509,Bottom Pollock,2/14/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,509,Bottom Pollock,2/14/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,509,Bottom Pollock,2/21/15,Catcher Processor,3306.737,0,0
BKCR,Blue King Crab,PTR,509,Bottom Pollock,2/28/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,509,Bottom Pollock,6/20/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,1/24/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,1/24/15,Shoreside,6214.883,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,1/24/15,Catcher Processor,6236.74,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,1/31/15,Catcher Processor,9409.027,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,1/31/15,Shoreside,1468.547,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,2/7/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,2/14/15,Catcher Processor,9180.9,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,2/14/15,Shoreside,14188.381,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,2/21/15,Catcher Processor,3374.728,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,2/21/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,2/21/15,Shoreside,7586.86,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,2/28/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,2/28/15,Shoreside,2713.478,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,3/7/15,Shoreside,1136.209,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,3/14/15,Shoreside,650.632,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,3/21/15,Shoreside,1430.057,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,3/28/15,Shoreside,3507.902,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,4/4/15,Shoreside,579.813,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,4/11/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,4/18/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,4/25/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,5/2/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,6/13/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,6/13/15,Shoreside,1573.385,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,6/20/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,7/4/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,7/11/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,8/8/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,509,Midwater Pollock,8/15/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,513,Bottom Pollock,1/31/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,513,Bottom Pollock,2/7/15,Catcher Processor,2814.889,0,0
BKCR,Blue King Crab,PTR,513,Bottom Pollock,2/21/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,513,Bottom Pollock,2/28/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,513,Bottom Pollock,3/14/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,513,Bottom Pollock,3/28/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,1/31/15,Catcher Processor,1034.243,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,1/31/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,2/7/15,Catcher Processor,1185.88,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,2/7/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,2/14/15,Catcher Processor,1953.527,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,2/21/15,Catcher Processor,4199.591,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,2/21/15,Shoreside,8627.186,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,2/28/15,Mothership,4478.465,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,2/28/15,Catcher Processor,4005.125,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,2/28/15,Shoreside,14187.597,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,3/7/15,Catcher Processor,2026.451,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,3/7/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,3/7/15,Shoreside,14365.756,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,3/14/15,Catcher Processor,1396.043,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,3/14/15,Shoreside,13781.236,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,3/14/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,3/21/15,Shoreside,10441.588,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,3/21/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,3/21/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,3/28/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,3/28/15,Shoreside,5082.149,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,4/4/15,Shoreside,2276.402,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,7/4/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,7/11/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,8/22/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,513,Midwater Pollock,9/5/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,516,Bottom Pollock,1/24/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,516,Bottom Pollock,2/14/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,516,Midwater Pollock,1/24/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,516,Midwater Pollock,1/24/15,Catcher Processor,2030.813,0,0
BKCR,Blue King Crab,PTR,516,Midwater Pollock,1/31/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,516,Midwater Pollock,1/31/15,Catcher Processor,4192.273,0,0
BKCR,Blue King Crab,PTR,516,Midwater Pollock,2/7/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,516,Midwater Pollock,2/14/15,Catcher Processor,2449.403,0,0
BKCR,Blue King Crab,PTR,516,Midwater Pollock,2/14/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,516,Midwater Pollock,8/15/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,517,Bottom Pollock,2/28/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,517,Bottom Pollock,2/28/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,517,Bottom Pollock,3/7/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,517,Bottom Pollock,6/20/15,Shoreside,2438.428,0,0
BKCR,Blue King Crab,PTR,517,Bottom Pollock,6/27/15,Shoreside,1328.175,0,0
BKCR,Blue King Crab,PTR,517,Bottom Pollock,7/4/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,517,Bottom Pollock,7/11/15,Shoreside,2052.415,0,0
BKCR,Blue King Crab,PTR,517,Bottom Pollock,7/18/15,Shoreside,1939.676,0,0
BKCR,Blue King Crab,PTR,517,Bottom Pollock,7/25/15,Shoreside,1014.953,0,0
BKCR,Blue King Crab,PTR,517,Bottom Pollock,8/1/15,Shoreside,877.403,0,0
BKCR,Blue King Crab,PTR,517,Bottom Pollock,8/8/15,Shoreside,448.557,0,0
BKCR,Blue King Crab,PTR,517,Bottom Pollock,8/15/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,517,Bottom Pollock,8/22/15,Shoreside,300.691,0,0
BKCR,Blue King Crab,PTR,517,Bottom Pollock,9/19/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,517,Bottom Pollock,10/10/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,1/24/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,1/24/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,1/24/15,Shoreside,111.475,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,2/14/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,2/21/15,Shoreside,959.447,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,2/21/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,2/28/15,Shoreside,7516.259,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,2/28/15,Catcher Processor,5814.736,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,3/7/15,Catcher Processor,2131.218,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,3/7/15,Shoreside,1009.157,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,3/14/15,Catcher Processor,653.699,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,3/14/15,Shoreside,6034.042,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,3/21/15,Shoreside,9247.103,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,3/28/15,Shoreside,7590.505,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,3/28/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,4/4/15,Shoreside,4482.241,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,4/11/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,6/6/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,6/13/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,6/13/15,Shoreside,12611.565,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,6/13/15,Catcher Processor,2406.033,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,6/20/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,6/20/15,Shoreside,11018.789,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,6/20/15,Catcher Processor,6230.431,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,6/27/15,Shoreside,20701.561,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,6/27/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,6/27/15,Catcher Processor,15619.401,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,7/4/15,Shoreside,24735.9,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,7/4/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,7/4/15,Catcher Processor,5944.659,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,7/11/15,Shoreside,18779.632,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,7/11/15,Catcher Processor,1076.243,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,7/11/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,7/18/15,Shoreside,19707.66,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,7/18/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,7/18/15,Catcher Processor,1913.924,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,7/25/15,Shoreside,12558.66,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,7/25/15,Catcher Processor,4457.804,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,7/25/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,8/1/15,Shoreside,17951.626,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,8/1/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,8/1/15,Catcher Processor,1401.015,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,8/8/15,Shoreside,17201.88,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,8/8/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,8/8/15,Catcher Processor,923.453,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,8/15/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,8/15/15,Shoreside,17063.864,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,8/22/15,Shoreside,19019.069,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,8/22/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,8/29/15,Shoreside,20644.484,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,8/29/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,8/29/15,Catcher Processor,229.941,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,9/5/15,Shoreside,16604.814,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,9/12/15,Shoreside,15518.673,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,9/19/15,Shoreside,6833.369,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,9/19/15,Catcher Processor,4984.764,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,9/26/15,Shoreside,5022.606,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,9/26/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,9/26/15,Catcher Processor,4752.817,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,10/3/15,Shoreside,4799.454,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,10/3/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,10/3/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,10/10/15,Shoreside,7259.42,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,10/10/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,517,Midwater Pollock,10/17/15,Shoreside,1368.56,0,0
BKCR,Blue King Crab,PTR,518,Midwater Pollock,8/1/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,519,Bottom Pollock,6/20/15,Shoreside,1311.43,0,0
BKCR,Blue King Crab,PTR,519,Bottom Pollock,6/27/15,Shoreside,1063.59,0,0
BKCR,Blue King Crab,PTR,519,Bottom Pollock,7/11/15,Shoreside,387.36,0,0
BKCR,Blue King Crab,PTR,519,Bottom Pollock,7/18/15,Shoreside,2039.312,0,0
BKCR,Blue King Crab,PTR,519,Bottom Pollock,7/25/15,Shoreside,416.639,0,0
BKCR,Blue King Crab,PTR,519,Bottom Pollock,8/1/15,Shoreside,1277.531,0,0
BKCR,Blue King Crab,PTR,519,Bottom Pollock,8/8/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,519,Bottom Pollock,8/15/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,519,Bottom Pollock,8/22/15,Shoreside,269.658,0,0
BKCR,Blue King Crab,PTR,519,Bottom Pollock,9/19/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,2/28/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,3/7/15,Catcher Processor,4220.55,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,3/7/15,Shoreside,1564.326,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,3/14/15,Shoreside,1186.323,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,3/21/15,Shoreside,4058.288,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,4/4/15,Shoreside,714.599,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,6/13/15,Shoreside,541.605,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,6/20/15,Shoreside,4946.734,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,6/27/15,Shoreside,1441.893,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,7/4/15,Shoreside,483.007,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,7/11/15,Shoreside,2285.221,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,7/18/15,Shoreside,3479.819,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,7/25/15,Shoreside,8999.242,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,7/25/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,7/25/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,8/1/15,Shoreside,4589.41,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,8/8/15,Shoreside,1392.048,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,8/15/15,Shoreside,2002.125,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,8/22/15,Shoreside,2180.064,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,8/29/15,Shoreside,714.672,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,9/5/15,Shoreside,2068.317,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,9/12/15,Shoreside,4756.657,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,9/19/15,Shoreside,3519.578,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,9/26/15,Shoreside,4960.285,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,10/3/15,Shoreside,4237.228,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,10/10/15,Shoreside,496.974,0,0
BKCR,Blue King Crab,PTR,519,Midwater Pollock,10/17/15,Shoreside,813.252,0,0
BKCR,Blue King Crab,PTR,521,Bottom Pollock,1/31/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,521,Bottom Pollock,2/21/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,521,Bottom Pollock,2/28/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,521,Bottom Pollock,3/14/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,521,Bottom Pollock,6/27/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,521,Bottom Pollock,7/4/15,Catcher Processor,C,0,0
BKCR,Blue King Crab,PTR,521,Bottom Pollock,8/8/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,1/24/15,Shoreside,3905.482,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,1/31/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,1/31/15,Catcher Processor,3398.73,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,1/31/15,Shoreside,17336.759,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,2/7/15,Shoreside,20098.786,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,2/7/15,Catcher Processor,25454.064,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,2/7/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,2/14/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,2/14/15,Catcher Processor,11568.512,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,2/14/15,Shoreside,5405.4,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,2/21/15,Shoreside,6283.343,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,2/21/15,Catcher Processor,14490.769,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,2/21/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,2/28/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,2/28/15,Shoreside,2154.37,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,2/28/15,Catcher Processor,21632.438,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,3/7/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,3/7/15,Shoreside,3609.347,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,3/7/15,Catcher Processor,15857.124,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,3/14/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,3/14/15,Catcher Processor,28650.707,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,3/14/15,Shoreside,1070.479,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,3/21/15,Catcher Processor,16686.486,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,3/21/15,Mothership,3672.318,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,3/28/15,Mothership,7976.18,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,3/28/15,Shoreside,2456.028,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,3/28/15,Catcher Processor,19078.061,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,4/4/15,Shoreside,4111.32,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,4/4/15,Catcher Processor,776.33,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,4/4/15,Mothership,2465.625,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,4/11/15,Shoreside,1657.82,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,4/18/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,6/13/15,Catcher Processor,5668.272,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,6/20/15,Catcher Processor,19845.026,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,6/20/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,6/27/15,Shoreside,1642.335,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,6/27/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,6/27/15,Catcher Processor,10717.343,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,7/4/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,7/4/15,Catcher Processor,16626.742,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,7/4/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,7/11/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,7/11/15,Catcher Processor,26925.525,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,7/18/15,Mothership,2105.71,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,7/18/15,Catcher Processor,25875.226,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,7/25/15,Catcher Processor,26050.553,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,7/25/15,Mothership,C,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,8/1/15,Mothership,3450.45,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,8/1/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,8/1/15,Catcher Processor,26769.158,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,8/8/15,Shoreside,2884.316,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,8/8/15,Catcher Processor,27517.425,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,8/8/15,Mothership,4109.205,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,8/15/15,Catcher Processor,23880.629,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,8/15/15,Shoreside,2318.356,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,8/15/15,Mothership,5905.876,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,8/22/15,Catcher Processor,28142.769,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,8/22/15,Mothership,3357.162,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,8/22/15,Shoreside,1425.439,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,8/29/15,Mothership,2727.695,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,8/29/15,Shoreside,C,0,0
BKCR,Blue King Crab,PTR,521,Midwater Pollock,8/29/15,Catcher Processor,22232.97,0,0
